1362,International Symposium on Code Generation and Optimization,CGO,CORE2014,A,No,0803,,
1376,International Symposium on Empirical Software Engineering and Measurement,ESEM,CORE2014,A,No,0803,,
1400,International Symposium on Memory Management,ISMM,CORE2014,A,Yes,0803,,
1411,International Symposium on Software Reliability Engineering,ISSRE,CORE2014,A,No,0803,,
1412,International Symposium on Software Testing and Analysis,ISSTA,CORE2014,A,No,0803,,
1818,Tools and Algorithms for Construction and Analysis of Systems,TACAS,CORE2014,A,No,0803,,
1840,Usenix Network and Distributed System Security Symposium,NDSS,CORE2014,A,No,0803,0805,
1845,USENIX Workshop on Hot Topics in Operating Systems,HotOS,CORE2014,A,No,0803,,
2026,IEEE Symposium on Field Programmable Custom Computing Machines,FCCM,CORE2014,A,No,0803,,
2045,IEEE International Conference on Computer Languages,ICCL,CORE2014,A,No,0803,,
2067,IFIP WG 11.3 Working Conference on Data and Applications Security (also known as DBSEC),DBSEC,CORE2014,A,No,0803,0805,
2098,International Symposium on Microarchitecture,MICRO,CORE2014,A,No,0803,,
2116,"IFIP International Symposium on Computing Performance, Modelling, Measurement and Evaluation ",PERFORMANCE ,CORE2014,A,No,0803,,
2120,Performance Tools - International Conference on Model Techniques & Tools for CPE,PT,CORE2014,A,No,0803,,
2124,Unix Symposium on Operating Systems Design and Implementation ,SDSDI ,CORE2014,A,No,0803,,
2135,IEEE International Symposium on Software Metrics ,SMS ,CORE2014,A,No,0803,,
2136,Software Process Improvement and Capability Determination ,SPICE ,CORE2014,A,No,0803,,
2137,ACM Symposium on Software Reusability ,SSR,CORE2014,A,No,0803,,
2165,European Conference on Software Architecture,ECSA,CORE2014,A,No,0803,,
204,Australasian Compumod Users' Conference,COMPUMOD,CORE2014,Australasian,Yes,0803,,
205,Australasian Computer Architecture Conference,ACAC,CORE2014,Australasian,Yes,0803,,
208,Australasian Computer Systems Architecture Conference (now Asia-Pacific Computer Systems Architecture Conference),ACSAC,CORE2014,Australasian,Yes,0803,,
215,Australasian Conference on Pattern Languages of Programs,KoalaPLoP,CORE2014,Australasian,Yes,0803,,
223,Australasian Information Security Workshop 2007 (Privacy Enhancing Technologies),AISW-PET,CORE2014,Australasian,Yes,0803,,
226,Australasian Refinement Workshop,AuRW,CORE2014,Australasian,Yes,0803,,
252,Australian Conference on Software Metrics,ACOSM,CORE2014,Australasian,Yes,0803,,
266,Australian Software Engineering Conference,ASWEC,CORE2014,Australasian,Yes,0803,,
271,Australian UNIX Users Group National Conference,AUUG,CORE2014,Australasian,Yes,0803,,
275,Australian Workshop on Requirements Engineering,AWRE,CORE2014,Australasian,Yes,0803,0806,
277,Australian Workshop on Software Architecture,AWSA,CORE2014,Australasian,Yes,0803,,
50,ACM SIGPLAN Workshop on Partial Evaluation and Program Manipulation,PEPM,CORE2014,B,Yes,0803,,
53,ACM SIGSOFT Workshop on Program Analysis for Software Tools and Engineering,PASTE,CORE2014,B,No,0803,,
61,"ACM Symposium on Information, Computer and Communications Security",AsiaCCS,CORE2014,B,No,0803,,
72,ACM Workshop on Scalable Trusted Computing,STC,CORE2014,B,No,0803,,
75,ACM/IEEE International Conference on Distributed Smart Cameras,ICDSC,CORE2014,B,No,0803,,
88,Ada-Europe International Conference on Reliable Software Technologies,EuAda,CORE2014,B,No,0803,,
171,ASIAN Symposium on Programming Languages and Systems,APLAS,CORE2014,B,No,0803,,
175,Asia-Pacific Bioinformatics Conference,APBC,CORE2014,B,No,0803,,
186,Asia-Pacific Software Engineering Conference,APSEC,CORE2014,B,Yes,0803,,
193,Association for Computer-Aided Architectural Design Research in Asia (CAADRIA) annual conference,CAADRIA,CORE2014,B,Yes,0803,1203,1201
324,Complexity and information-theoretic approaches to biology,CITB,CORE2014,B,No,0803,,
327,Computational Intelligence in Security for Information Systems,CISIS,CORE2014,B,No,0803,,
355,Conference on Agile Software Development,Agile,CORE2014,B,No,0803,,
378,Conference on Security and Cryptography for Networks,SCN,CORE2014,B,No,0803,,
383,Conference on the Quality of Software Architectures,QoSA,CORE2014,B,Yes,0803,,
439,Dynamic Languages Symposium,DLS,CORE2014,B,No,0803,,
475,European Conference on Computational Biology,ECCB,CORE2014,B,No,0803,,
490,European Conference on Pattern Languages of Programs,EuroPLop,CORE2014,B,No,0803,,
504,European PKI Workshop: Theory and Practice,EUROPKI,CORE2014,B,No,0803,,
509,European Software Engineering Conference,ESEC,CORE2014,B,No,0803,,
554,Fundamental Approaches to Software Engineering,FASE,CORE2014,B,No,0803,,
698,IEEE International Symposium on High Assurance Systems Engineering,HASE,CORE2014,B,No,0803,,
761,IEEE Working Conference on Reverse Engineering,WCRE,CORE2014,B,No,0803,,
811,IFIP/ACM Working Conference on Component Deployment,CD,CORE2014,B,No,0803,,
816,IMA International Conference on Cryptography and Coding,,CORE2014,B,No,0803,0804,
825,Information Security Practice and Experience Conference,ISPEC,CORE2014,B,No,0803,,
843,Integration of Software Engineering and Agent Technology,ISEAT,CORE2014,B,No,0801,0803,
871,International Computer Software and Applications Conference,COMPSAC,CORE2014,B,No,0803,,
907,International Conference on Applied Cryptography and Network Security,ACNS,CORE2014,B,No,0803,,
923,"International Conference on Availability, Reliability and Security",ARES,CORE2014,B,No,0803,,
961,"International Conference on Computer Safety, Reliability and Security",SAFECOMP,CORE2014,B,No,0803,,
982,International Conference on Cryptology and Network Security,CANS,CORE2014,B,No,0803,,
1023,International Conference on Evaluation of Novel Approaches to Software Engineering,ENASE,CORE2014,B,No,0803,,
1026,"International Conference on Agile Software Development (chnaged in 2010, was International Conference on extreme Programming and Flexible Processes in Software Engineering)",XP,CORE2014,B,No,0803,,
1031,International Conference on Formal Engineering Methods,FEM,CORE2014,B,No,0803,,
1039,International Conference on Generative Programming and Component Engineering,GPCE,CORE2014,B,No,0803,,
1068,International Conference on Information and Communications Security,ICICS,CORE2014,B,No,0803,,
1081,International Conference on Information Systems Security,ICISS,CORE2014,B,No,0803,,
1136,International Conference on Model Transformation,ICMT,CORE2014,B,No,0803,,
1146,International Conference on network and System Security,NSS,CORE2014,B,No,0803,,
1176,International Conference on Principles and Practice of Declarative Programming,PPDP,CORE2014,B,No,0803,,
1182,International Conference on Provable Security,ProvSec,CORE2014,B,No,0803,,
1185,International Conference on Quality Software,QSIC,CORE2014,B,Yes,0803,,
1206,International Conference on Software and Data Technologies,ICSoft,CORE2014,B,No,0803,,
1207,International Conference on Software Composition,SC,CORE2014,B,No,0803,,
1208,International Conference on Software Development,SWDC,CORE2014,B,No,0803,,
1211,International Conference on Software Engineering and Formal Methods,SEFM,CORE2014,B,No,0803,,
1212,International Conference on Software Engineering and Knowledge Engineering,SEKE,CORE2014,B,No,0801,0803,
1215,International Conference on Software Language Engineering,SLE,CORE2014,B,No,0803,,
1216,International Conference on Software Methods and Tools,SoMeT,CORE2014,B,No,0803,,
1236,International Conference on Tests and Proofs,TAP,CORE2014,B,No,0803,,
1244,"International Conference on Model Driven Engineering Languages and Systems (was International Conference on the Unified Modelling Language, UML, pre 2005)",MODELS,CORE2014,B,Yes,0803,,
1253,"International Conference on Trust, Privacy and Security in Digital Business",TrustBus,CORE2014,B,No,0803,,
1279,International Conference/Workshop on Practice and Theory in Public Key Cryptography,PKC,CORE2014,B,No,0803,,
1341,International Symposium Component-Based Software Engineering,CBSE,CORE2014,B,Yes,0803,,
1375,International Symposium on Empirical Software Engineering,ISESE,CORE2014,B,Yes,0803,,
1432,International Symposiums on Wikis,WIKISYM,CORE2014,B,No,0803,,
1442,International Workshop of Privacy Enhancing Technologies,PET,CORE2014,B,No,0803,,
1462,International Workshop on Computer-Aided Software Eng,IWCASE,CORE2014,B,No,0803,,
1512,International Workshop on Parsing Technologies,IWPT,CORE2014,B,Yes,0803,,
1521,International Workshop on Requirements Engineering: Foundation for Software Quality,REFSQ,CORE2014,B,No,0803,,
1525,International Workshop on Security,IWSEC,CORE2014,B,No,0803,,
1531,International Workshop on Software Process Simulation and Modelling (now ICSP),PROSim,CORE2014,B,No,0803,,
1574,Joint Modular Languages Conference,JMLC,CORE2014,B,No,0803,,
1588,"Language Descriptions, Tools and Applications",LDTA,CORE2014,B,No,0803,,
1680,Pattern Languages of Programs,PLOP,CORE2014,B,No,0803,,
1686,Practical Aspects of Declarative Languages,PADL,CORE2014,B,Yes,0803,,
1696,Product Focused Software Process Improvement,PROFES,CORE2014,B,No,0803,,
1744,Software Technology and Engineering Practice Conference,STEP,CORE2014,B,No,0803,,
1801,Technology of Object-Oriented Languages and Systems Europe,TOOLS Europe,CORE2014,B,No,0803,,
1831,Unified Modelling Language,UML,CORE2014,B,No,0803,,
1847,"Verification, Model Checking and Abstract Interpretation",VMCAI,CORE2014,B,Yes,0803,,
1925,Workshop on Power Aware Computing and Systems,HotPower,CORE2014,B,No,0803,,
1927,Workshop on Programming Languages and Operating Systems,PLOS,CORE2014,B,No,0803,,
2166,International Conference on Multimedia,ICMR,CORE2014,B,No,0803,,
2167,Symposium On Usable Privacy and Security,SOUPS,CORE2014,B,No,0803,0806,
9,"ACIS Conference on Software Engineering Research, Management and Applications",SERA,CORE2014,C,No,0803,,
20,ACM Digital Rights Management Workshop,DRM,CORE2014,C,No,0803,,
51,ACM SIGPLAN Workshop on Types in Language Design and Implementation (was TIC),TLDI,CORE2014,C,No,0803,,
68,ACM Workshop on Formal Methods in Security Engineering: From Specifications to Code,FMSE,CORE2014,C,No,0803,,
70,ACM Workshop on Hot Topics in Software Upgrades,HotSWUp,CORE2014,C,No,0803,,
105,Algebraic Methodology and Software Technology,AMAST,CORE2014,C,No,0802,0803,
131,Annual International Conference on Ada,TRI-Ada,CORE2014,C,No,0803,,
134,Annual PKI R&D Workshop,PKI,CORE2014,C,No,0803,,
190,Aspect-Orientation Asia,AO-Asia,CORE2014,C,No,0803,,
362,"Conference on Computers, Freedom, and Privacy",CFP,CORE2014,C,No,0803,,
377,Conference on RFID Security,RFIDSec,CORE2014,C,No,0803,,
379,Conference on Security in Network Architectures and Information Systems,SAR-SSI,CORE2014,C,No,0803,,
434,Domain - Specific Languages for Software Engineering,DSLSE,CORE2014,C,No,0803,,
435,Domain Specific Aspect Languages,DSAL,CORE2014,C,No,0803,,
464,Euromicro Conference on Software Engineering and Advanced Applications,SEAA,CORE2014,C,No,0803,,
493,European Conference on Software Maintenance and Reengineering,CSMR,CORE2014,C,No,0803,,
501,European Lisp Workshop,ELW,CORE2014,C,No,0803,,
522,European Workshop on Security and Privacy in Ad -Hoc and Sensor Networks,ESAS,CORE2014,C,No,0803,,
529,Extreme Markup Languages,Extreme,CORE2014,C,No,0803,,
541,Formal Methods in Software Engineering and Defence Systems Workshop,FMSEDS,CORE2014,C,No,0803,,
545,Foundations of Aspect-Oriented Languages,FOAL,CORE2014,C,No,0803,,
553,Functional and Declarative Programming in Education,FDPE,CORE2014,C,No,0803,,
565,"GI International Conference on Detection of Intrusions and Malware, and Vulnerability Assessment",DIMVA,CORE2014,C,No,0803,,
574,Haskell Workshop,HASKELL,CORE2014,C,No,0803,,
596,IEEE Bioinformatics and Bioengineering,BIBE,CORE2014,C,No,0803,,
640,IEEE International Conference on COTS-Based Software Systems,ICCBSS,CORE2014,C,Yes,0803,,
650,IEEE International Conference on Global Software Engineering,ICGSE,CORE2014,C,No,0803,,
658,IEEE International Conference on Intelligence and Security Informatics,ISI,CORE2014,C,No,0803,,
687,IEEE International On-Line Testing Symposium,IOLTS,CORE2014,C,No,0803,,
705,IEEE International Symposium on Performance Analysis of Systems and Software,ISPASS,CORE2014,C,No,0803,,
707,IEEE International Symposium on Security in Networks and Distributed Systems,SSNDS,CORE2014,C,No,0803,,
718,IEEE International Workshop on Source Code Analysis and Manipulation,SCAM,CORE2014,C,No,0803,,
726,IEEE Software Engineering Workshop,SEW,CORE2014,C,No,0803,,
743,IEEE Symposium on Computer Arithmetic,ARITH,CORE2014,C,No,0803,,
749,IEEE Symposium on Rapid Prototyping,RSP,CORE2014,C,No,0803,,
796,IFAC Conference on System Structure and Control,SSC,CORE2014,C,No,0803,,
826,Information Security Symposium,CERIAS,CORE2014,C,No,0803,,
882,International Conference of Z and B Users,ZB,CORE2014,C,No,0803,,
883,International Conference of Z Users,ZUSER,CORE2014,C,No,0803,,
921,International Conference on Autonomic and Trusted Computing,ATC,CORE2014,C,No,0803,,
934,International Conference on Communication System Software and Middleware,COMSWARE,CORE2014,C,No,0803,,
945,International Conference on Computational Intelligence and Security,CIS,CORE2014,C,No,0803,,
984,International Conference on Cybercrime Forensics Education and Training,CFET,CORE2014,C,No,0801,0803,
991,International Conference on Dependability of Computer Systems,DEPCoS,CORE2014,C,No,0803,,
992,"International Conference on Dependable, Autonomic and Secure Computing",DASC,CORE2014,C,No,0803,,
1075,International Conference on Information Security and Assurance,ISA,CORE2014,C,No,0803,,
1085,International Conference on Information Technology: Coding and Computing,ITCC,CORE2014,C,No,0803,,
1086,International Conference on Information Theoretic Security,ICITS,CORE2014,C,No,0803,,
1107,International Conference on Internet Monitoring and Protocol,ICIMP,CORE2014,C,No,0803,,
1181,International Conference on Program Comprehension (was IWPC),ICPC,CORE2014,C,No,0803,,
1193,International Conference on Risks and Security of Internet and Systems,CRiSIS,CORE2014,C,No,0803,,
1200,International Conference on Security of Information and Networks,SIN,CORE2014,C,No,0803,,
1210,International Conference on Software Engineering Advances,ICSEA,CORE2014,C,Yes,0803,,
1213,International Conference on Software Engineering Theory and Practice,SETP,CORE2014,C,No,0803,,
1219,International Conference on Software Quality Management,SQM,CORE2014,C,No,0803,,
1221,"International Conference on Software Testing, Verification and Validation",ICST,CORE2014,C,No,0803,,
1229,International Conference on Systems Engineering,ISCEng,CORE2014,C,No,0803,,
1252,International Conference on Trust Management,iTrust,CORE2014,C,No,0803,,
1278,International Conference Software and Systems Engineering and their Applications,ICSSEA,CORE2014,C,No,0803,,
1309,International IEEE Security in Storage Workshop,SISW,CORE2014,C,No,0803,,
1310,International IEEE Workshop on Software Evolvability,SE,CORE2014,C,No,0803,,
1312,International Joint Conference CAAP/FASE on Theory and Practice of Software Development,TAPSOFT,CORE2014,C,No,0803,,
1335,International Python Conference,IPythC,CORE2014,C,No,0803,,
1373,"International Symposium on Data, privacy and E-Commerce",ISDPE,CORE2014,C,No,0803,,
1384,International Symposium on Future Software Technology,ISFST,CORE2014,C,No,0803,,
1404,International Symposium on Object Technologies for Advanced Software,ISOTAS,CORE2014,C,No,0803,,
1427,International Symposium on Theoretical Aspects of Software Engineering,TASE,CORE2014,C,No,0803,,
1443,International Workshop of the Initiative for the Evaluation of XML Retrieval,INEX,CORE2014,C,No,0803,,
1449,"International Workshop on Aliasing, Confinement and Ownership",IWACO,CORE2014,C,No,0803,,
1456,International Workshop on C# and .NET Technologies,C#,CORE2014,C,No,0803,,
1461,International Workshop on Comparative Evaluation in Requirements Engineering,CERE,CORE2014,C,No,0803,,
1463,International Workshop on Critical Information Infrastructures Security,CRITIS,CORE2014,C,No,0803,,
1467,International Workshop on Distributed Object Management,IWDOM,CORE2014,C,No,0803,,
1469,International Workshop on Economics-Driven Software Engineering Research,EDSER,CORE2014,C,No,0803,,
1480,International Workshop on Foundations of Object-Oriented Languages,FOOL,CORE2014,C,No,0803,,
1494,International Workshop on Information Security Applications,WISA,CORE2014,C,No,0803,,
1497,International Workshop on Issues in the Theory of Security,WITS,CORE2014,C,No,0803,,
1500,International Workshop on Metamodelling - Utilization in Software Engineering,MUSE,CORE2014,C,No,0803,,
1504,International Workshop on Modelling in Software Engineering,MISE,CORE2014,C,No,0803,,
1516,International Workshop on Program Comprehension (now ICPC),IWPC,CORE2014,C,No,0803,,
1519,International Workshop on Realising Evidence-based Software Engineering,REBSE,CORE2014,C,No,0803,,
1524,International Workshop on Schema Languages for XML,X-Schemas,CORE2014,C,No,0803,,
1526,International Workshop on Security in Information Systems,WOSIS,CORE2014,C,No,0803,,
1527,International Workshop on Security Protocols,IWSP,CORE2014,C,No,0803,,
1532,International Workshop on Software Product Management,IWSPM,CORE2014,C,No,0803,,
1540,International Workshop on Visualization for Cyber Security,VizSec,CORE2014,C,No,0803,,
1575,Joint Working Conference on Secure Information Networks: Communications and Multimedia Security,CMS,CORE2014,C,No,0803,,
1653,Onward Software Engineering,Onward,CORE2014,C,No,0803,,
1666,Pacific Symposium on Biocomputing,PSB,CORE2014,C,No,0803,,
1689,Practices of Linking Aspect Technology and Evolution,PLATE,CORE2014,C,No,0803,,
1690,Prague Stringology Conference,PSC,CORE2014,C,No,0803,,
1692,Principles and Practice of Programming in Java,PPPJ,CORE2014,C,No,0803,,
1695,"Processing Declarative Knowledge, International Workshop",PDK,CORE2014,C,No,0803,,
1698,Programming Language Techniques for XML,PLAN-X,CORE2014,C,No,0803,,
1702,"Reflection, AOP and Meta-Data for Software Evolution",RAM-SE,CORE2014,C,No,0803,,
1703,Relationships and Associations in Object-Oriented Languages,RAOOL,CORE2014,C,No,0803,,
1722,Service Oriented Computing: Consequences for Engineering Requirements,SOCCER,CORE2014,C,No,0803,,
1741,Software Engineering Education and Training Conference,SEET,CORE2014,C,No,0803,,
1743,Software Quality Conference,SQC,CORE2014,C,No,0803,,
1778,Symposium on Assessment of Quality S/W Dev Tools,AQSDT,CORE2014,C,No,0803,,
1796,Systems Engineering / Test and Evaluation Conference,SETE,CORE2014,C,No,0803,,
1837,Usable Security Workshop,USEC,CORE2014,C,No,0803,,
1843,USENIX Windows NT Symposium,UWNTS,CORE2014,C,No,0803,,
1854,Visual Languages and Formal Methods,VLFM,CORE2014,C,No,0803,,
1867,Workshop in Information Security Theory and Practices,WISTP,CORE2014,C,No,0803,,
1881,Workshop on Aspect Oriented Requirements Engineering and Architecture Design,Early Aspects,CORE2014,C,No,0803,,
1882,Workshop on Aspect-Oriented Modelling,AOM,CORE2014,C,No,0803,,
1883,"Workshop on Aspects, Components, and Patterns for Infrastructure Software",ACP4IS,CORE2014,C,No,0803,,
1884,Workshop on Assurance Cases for Security,DSN,CORE2014,C,No,0803,,
1887,Workshop on Component-Oriented Programming,WCOP,CORE2014,C,No,0803,,
1894,Workshop on Cryptographic Hardware and Embedded Systems,CHES,CORE2014,C,Yes,0803,,
1898,Workshop on Declarative Programming in the Context of OO Languages,DP-COOL,CORE2014,C,No,0803,,
1900,Workshop on Domain Specific Modelling,DSM,CORE2014,C,No,0803,,
1901,"Workshop on Duplicating, Deconstructing, and Debunking",WDDD,CORE2014,C,No,0803,,
1905,Workshop on Formal Techniques for Java Programs,FTJP,CORE2014,C,No,0803,,
1908,Workshop On Java For High-Performance Computing,JHPC,CORE2014,C,No,0803,,
1915,Workshop on Multiparadigm Programming with OO Languages,MPOOL,CORE2014,C,No,0803,,
1919,Workshop on Object-Oriented Database Systems,OODBS,CORE2014,C,No,0803,,
1920,Workshop on Object-Oriented Development,WOOD,CORE2014,C,No,0803,,
1922,Workshop on Parallel and Distributed Debugging ACM/ONR,PADD,CORE2014,C,No,0803,,
1932,Workshop on Runtime Verification,RV,CORE2014,C,No,0803,,
